0.000000000000000000e+00,2.500000000000000000e+00
1.219512195121951172e-08,2.902823578873398702e+00
2.439024390243902345e-08,3.295119994822585330e+00
3.658536585365853848e-08,3.666637195828084117e+00
4.878048780487804690e-08,4.007666162087552664e+00
6.097560975609755531e-08,4.309294636032232617e+00
7.317073170731707696e-08,4.563640030211117526e+00
8.536585365853658538e-08,4.764055426360304324e+00
9.756097560975609379e-08,4.905303282194696912e+00
1.097560975609756154e-07,4.983692306367293767e+00
1.219512195121951106e-07,4.997173924583503180e+00
1.341463414634146455e-07,4.945395815879788159e+00
1.463414634146341539e-07,4.829711119979887002e+00
1.585365853658536623e-07,4.653143075108786775e+00
1.707317073170731708e-07,4.420306010399766450e+00
1.829268292682926792e-07,4.137284757634129839e+00
1.951219512195121876e-07,3.811475633698815368e+00
2.073170731707316960e-07,3.451393149436149166e+00
2.195121951219512309e-07,3.066447496247014293e+00
2.317073170731707393e-07,2.666698625486351837e+00
2.439024390243902212e-07,2.262593347400567279e+00
2.560975609756097561e-07,1.864692320114089696e+00
2.682926829268292910e-07,1.483394063380087724e+00
2.804878048780487730e-07,1.128663209563388614e+00
2.926829268292683078e-07,8.097700935903047181e-01
3.048780487804877898e-07,5.350484872739167397e-01
3.170731707317073247e-07,3.116778092485077423e-01
3.292682926829268066e-07,1.454955021152368744e-01
3.414634146341463415e-07,4.084448002824725421e-02
3.536585365853658764e-07,4.596334395254864091e-04
3.658536585365853583e-07,2.539635702308107312e-02
3.780487804878048932e-07,1.150029685891715836e-01
3.902439024390243752e-07,2.669377397770071880e-01
4.024390243902439101e-07,4.772300934554767338e-01
4.146341463414633920e-07,7.403843685337330172e-01
4.268292682926829269e-07,1.049523440450951250e+00
4.390243902439024618e-07,1.396568444048801316e+00
4.512195121951219437e-07,1.772449902051088655e+00
4.634146341463414786e-07,2.167344741638574934e+00
4.756097560975609605e-07,2.570933005062269849e+00
4.878048780487804425e-07,2.972667545565667702e+00
4.999999999999999774e-07,3.362049660535603834e+00
5.121951219512195123e-07,3.728903458641365187e+00
5.243902439024390471e-07,4.063641790806860499e+00
5.365853658536585820e-07,4.357516795326620951e+00
5.487804878048780110e-07,4.602848509521736631e+00
5.609756097560975459e-07,4.793225573528344441e+00
5.731707317073170808e-07,4.923672781139703858e+00
5.853658536585366157e-07,4.990781099023223533e+00
5.975609756097560447e-07,4.992796756463928176e+00
6.097560975609755796e-07,4.929667077413569132e+00
6.219512195121951145e-07,4.803041857096579825e+00
6.341463414634146494e-07,4.616230247197477432e+00
6.463414634146341842e-07,4.374114276367720322e+00
6.585365853658536132e-07,4.083021266058070253e+00
6.707317073170731481e-07,3.750558475888725596e+00
6.829268292682926830e-07,3.385414299841339236e+00
6.951219512195122179e-07,2.997131208698850635e+00
7.073170731707317528e-07,2.595856372526644584e+00
